order_id,customer_id,product_id,quantity,amount_cents,currency,order_ts,status,channel
o001836,c00757,SKU0073,2,10724,USD,2026-01-29T18:12:53,completed,mobile
o001837,c00547,SKU0030,4,9292,USD,2026-03-07T22:56:08,completed,web
o001838,c00169,SKU0249,2,24522,USD,2026-01-02T16:19:30,completed,marketplace
o001839,c00343,SKU0489,1,2358,USD,2026-03-15T23:52:47,completed,marketplace
o001840,c00864,SKU0362,1,1740,USD,2025-12-22T08:06:55,completed,marketplace
o001841,c00134,SKU0308,1,539,USD,2026-03-24T14:43:11,completed,mobile
o001842,c00946,SKU0417,1,1442,USD,2025-11-26T22:08:53,completed,mobile
o001843,c00943,SKU0482,1,1037,USD,2026-03-20T12:06:17,completed,web
o001844,c00442,SKU0481,2,1836,USD,2026-02-03T19:39:04,refunded,mobile
o001845,c00874,SKU0066,1,2625,USD,2026-04-19T20:32:31,completed,mobile
o001846,c00848,SKU0252,1,598,USD,2026-04-06T00:37:10,completed,web
o001847,c00762,SKU0043,2,5960,USD,2026-01-02T04:02:16,completed,web
o001848,c00633,SKU0456,1,1758,USD,2026-03-29T15:37:25,completed,mobile
o001849,c00342,SKU0160,1,1091,USD,2026-05-12T09:43:29,cancelled,mobile
o001850,c00268,SKU0467,1,1461,USD,2026-01-19T20:42:36,completed,mobile
o001851,c00664,SKU0116,1,2671,USD,2026-03-01T19:01:13,completed,mobile
o001852,c00361,SKU0296,1,1506,USD,2026-03-24T02:17:40,completed,mobile
o001853,c00242,SKU0266,3,7086,USD,2026-02-16T11:34:17,completed,web
o001854,c00150,SKU0465,3,7329,USD,2025-12-16T09:21:20,completed,web
o001855,c00254,SKU0226,1,1523,USD,2026-01-08T11:19:31,shipped,web
o001856,c00356,SKU0249,5,61305,USD,2026-03-31T18:27:22,shipped,web
o001857,c00827,SKU0089,3,5508,USD,2026-02-27T10:53:34,completed,mobile
o001858,c00455,SKU0486,2,1864,USD,2026-01-22T02:27:26,cancelled,web
o001859,c00756,SKU0490,2,2458,USD,2025-12-30T19:58:38,cancelled,web
o001860,c00351,SKU0243,1,1894,USD,2026-04-02T22:01:36,cancelled,marketplace
o001861,c00987,SKU0099,2,908,USD,2026-02-01T05:51:18,completed,mobile
o001862,c00854,SKU0336,1,634,USD,2025-12-11T20:59:41,refunded,web
o001863,c00136,SKU0411,3,13266,USD,2025-11-30T06:42:56,shipped,web
o001864,c00131,SKU0118,1,1789,USD,2026-03-31T10:15:35,cancelled,web
o001865,c00433,SKU0379,3,5844,USD,2025-12-31T00:57:01,completed,mobile
o001866,c00147,SKU0374,2,2700,USD,2026-04-13T21:20:17,completed,mobile
o001867,c00353,SKU0055,2,2450,USD,2025-12-09T03:32:11,completed,web
o001868,c00372,SKU0420,1,660,USD,2026-03-23T17:30:32,completed,mobile
o001869,c00268,SKU0393,1,1733,USD,2026-03-31T05:32:57,refunded,web
o001870,c00645,SKU0497,1,896,USD,2026-03-23T04:28:05,completed,mobile
o001871,c00761,SKU0291,2,3122,USD,2026-04-09T17:42:50,completed,mobile
o001872,c00867,SKU0006,1,1173,USD,2026-03-09T18:00:08,refunded,mobile
o001873,c00561,SKU0203,1,3618,USD,2026-03-31T01:29:58,completed,web
o001874,c00972,SKU0273,1,1382,USD,2025-12-14T16:40:57,completed,web
o001875,c00968,SKU0371,1,2100,USD,2026-01-29T06:43:26,completed,mobile
o001876,c00780,SKU0040,5,3485,USD,2026-02-08T07:15:01,completed,mobile
o001877,c00248,SKU0110,1,1834,USD,2026-03-31T23:01:01,completed,web
o001878,c00462,SKU0443,1,973,USD,2026-02-02T07:41:35,refunded,web
o001879,c00635,SKU0118,1,1789,USD,2026-03-06T10:26:44,completed,web
o001880,c00434,SKU0193,1,1684,USD,2026-03-08T14:45:12,refunded,web
o001881,c00651,SKU0323,3,2193,USD,2026-01-22T22:37:17,cancelled,web
o001882,c00341,SKU0344,5,14285,USD,2026-03-07T06:52:14,completed,web
o001883,c00368,SKU0236,3,5559,USD,2026-03-03T13:12:49,completed,mobile
o001884,c00854,SKU0437,4,1832,USD,2026-04-16T02:02:13,shipped,mobile
o001885,c00358,SKU0087,1,3000,USD,2026-01-13T09:37:19,refunded,mobile
o001886,c00845,SKU0443,3,2919,USD,2026-02-22T15:11:32,shipped,web
o001887,c00377,SKU0402,1,2854,USD,2026-02-03T12:03:30,completed,web
o001888,c00952,SKU0268,2,3314,USD,2026-01-04T20:28:15,shipped,api
o001889,c00763,SKU0437,2,916,USD,2026-02-23T05:07:24,shipped,web
o001890,c00854,SKU0395,4,8676,USD,2026-02-10T23:07:59,refunded,web
o001891,c00752,SKU0373,1,782,USD,2026-01-16T14:33:33,shipped,mobile
o001892,c00958,SKU0397,1,3024,USD,2026-02-16T18:32:33,cancelled,web
o001893,c00267,SKU0009,1,2365,USD,2026-04-02T03:53:41,cancelled,marketplace
o001894,c00944,SKU0247,1,1622,USD,2026-02-05T15:50:43,completed,web
o001895,c00462,SKU0496,1,4695,USD,2026-02-03T22:00:20,completed,web
o001896,c00950,SKU0295,1,1506,USD,2026-04-14T01:28:07,completed,web
o001897,c00737,SKU0105,1,1467,USD,2026-04-02T12:17:14,completed,web
o001898,c00054,SKU0401,2,1816,USD,2026-01-12T12:40:23,cancelled,web
o001899,c00522,SKU0392,4,7360,USD,2025-12-23T10:58:28,completed,web
o001900,c00670,SKU0117,2,3804,USD,2026-03-21T05:04:44,refunded,mobile
o001901,c00835,SKU0120,1,1874,USD,2026-03-29T03:43:54,refunded,web
o001902,c00753,SKU0391,1,6259,USD,2026-05-01T01:49:06,completed,mobile
o001903,c00074,SKU0165,1,424,USD,2026-01-18T10:50:51,completed,mobile
o001904,c00136,SKU0423,3,10383,USD,2026-03-06T09:51:46,completed,web
o001905,c00769,SKU0033,1,981,USD,2026-03-08T04:25:11,completed,mobile
o001906,c00040,SKU0245,1,1602,USD,2026-03-13T08:55:47,refunded,web
o001907,c00464,SKU0476,2,3102,USD,2026-03-16T02:41:27,shipped,web
o001908,c00883,SKU0019,1,2039,USD,2026-04-12T22:32:54,refunded,web
o001909,c00845,SKU0341,4,5512,USD,2026-02-15T10:33:39,completed,web
o001910,c00725,SKU0332,1,3736,USD,2026-02-12T21:07:19,refunded,web
o001911,c00665,SKU0440,1,2439,USD,2026-04-17T12:06:26,refunded,web
o001912,c00026,SKU0250,1,1834,USD,2026-04-16T11:16:39,completed,web
o001913,c00245,SKU0306,1,1763,USD,2026-02-22T23:32:11,completed,web
o001914,c00730,SKU0047,2,3470,USD,2026-05-05T05:56:11,completed,web
o001915,c00658,SKU0143,2,2772,USD,2026-03-01T02:10:32,cancelled,web
o001916,c00444,SKU0301,1,616,USD,2026-03-06T01:42:48,completed,web
o001917,c00727,SKU0462,1,1224,USD,2026-03-10T19:09:03,completed,web
o001918,c00470,SKU0041,4,11360,USD,2025-12-27T04:45:41,shipped,marketplace
o001919,c00037,SKU0249,1,12261,USD,2026-03-31T17:34:25,cancelled,web
o001920,c00737,SKU0168,1,1809,USD,2026-01-15T06:55:25,completed,mobile
o001921,c00734,SKU0203,5,18090,USD,2026-04-06T22:33:31,completed,web
o001922,c00242,SKU0329,4,13380,USD,2026-04-19T18:25:49,completed,web
o001923,c00321,SKU0367,1,1192,USD,2026-03-22T00:18:15,completed,web
o001924,c00473,SKU0191,5,1690,USD,2026-04-02T19:27:56,refunded,web
o001925,c00048,SKU0114,1,2959,USD,2026-02-22T02:05:10,completed,web
o001926,c00583,SKU0372,1,1174,USD,2026-02-05T22:28:31,shipped,web
o001927,c00235,SKU0054,3,6516,USD,2026-02-24T06:15:57,refunded,web
o001928,c00557,SKU0075,1,970,USD,2026-01-20T21:53:16,completed,web
o001929,c00355,SKU0179,1,5543,USD,2026-03-12T18:55:54,refunded,web
o001930,c00057,SKU0234,2,2998,USD,2026-03-26T14:44:36,completed,marketplace
o001931,c00159,SKU0369,4,14344,USD,2026-02-13T18:20:27,refunded,web
o001932,c00241,SKU0111,2,5184,USD,2026-03-27T22:42:13,completed,mobile
o001933,c00557,SKU0492,2,2016,USD,2026-03-20T22:44:44,refunded,marketplace
o001934,c00035,SKU0136,1,704,USD,2026-04-11T10:04:35,completed,web
o001935,c00848,SKU0402,2,5708,USD,2026-01-09T00:59:02,completed,marketplace
o001936,c00244,SKU0459,4,8312,USD,2026-04-20T20:42:53,cancelled,web
o001937,c00422,SKU0459,5,10390,USD,2026-03-02T13:20:01,completed,web
o001938,c00471,SKU0107,2,2690,USD,2026-04-26T06:53:06,shipped,web
o001939,c00579,SKU0326,1,1576,USD,2026-03-20T19:54:37,completed,mobile
o001940,c00053,SKU0067,4,10316,USD,2026-02-26T08:11:27,completed,mobile
o001941,c00676,SKU0457,1,786,USD,2026-01-09T04:40:26,shipped,web
o001942,c00452,SKU0340,1,3462,USD,2025-12-22T15:52:01,refunded,web
o001943,c00728,SKU0120,2,3748,USD,2026-03-02T01:44:50,refunded,web
o001944,c00440,SKU0171,3,3450,USD,2026-01-29T18:05:34,completed,web
o001945,c00369,SKU0362,2,3480,USD,2026-02-10T15:56:18,refunded,web
o001946,c00252,SKU0222,2,2204,USD,2026-04-05T01:41:51,completed,web
o001947,c00074,SKU0354,1,2674,USD,2026-03-18T18:34:43,shipped,web
o001948,c00457,SKU0257,2,11128,USD,2026-04-16T00:20:38,shipped,marketplace
o001949,c00032,SKU0173,1,712,USD,2026-03-27T16:41:32,refunded,web
o001950,c00846,SKU0201,1,667,USD,2026-01-28T03:18:27,completed,web
o001951,c00355,SKU0486,2,1864,USD,2026-02-12T23:42:35,completed,web
o001952,c00538,SKU0084,1,786,USD,2026-03-27T10:27:31,completed,web
o001953,c00657,SKU0211,2,2104,USD,2026-01-21T11:14:45,completed,marketplace
o001954,c00041,SKU0242,2,2422,USD,2026-03-01T12:09:55,completed,api
o001955,c00430,SKU0477,1,874,USD,2026-02-25T05:47:33,completed,mobile
o001956,c00468,SKU0498,2,4300,USD,2025-12-29T02:03:59,completed,web
o001957,c00740,SKU0316,1,1284,USD,2026-03-16T18:16:52,completed,web
o001958,c00130,SKU0244,3,25080,USD,2026-02-12T03:42:42,completed,mobile
o001959,c00840,SKU0347,1,1174,USD,2026-03-16T14:07:17,refunded,web
o001960,c00252,SKU0467,2,2922,USD,2026-04-02T09:32:33,completed,web
o001961,c00876,SKU0078,1,919,USD,2026-04-27T11:25:54,completed,mobile
o001962,c00441,SKU0351,1,2459,USD,2026-04-02T07:32:39,completed,web
o001963,c00384,SKU0273,2,2764,USD,2026-02-18T13:10:06,completed,mobile
o001964,c00665,SKU0186,1,2725,USD,2025-12-22T21:37:39,cancelled,web
o001965,c00860,SKU0077,1,2877,USD,2026-04-24T08:31:15,shipped,api
o001966,c00852,SKU0387,1,671,USD,2026-05-07T21:58:52,completed,web
o001967,c00424,SKU0442,1,1767,USD,2026-04-24T07:40:36,cancelled,mobile
o001968,c00446,SKU0107,2,2690,USD,2026-03-02T06:30:50,completed,web
o001969,c00760,SKU0158,2,1804,USD,2025-12-21T09:26:19,completed,web
o001970,c00460,SKU0019,5,10195,USD,2025-12-14T16:46:30,completed,marketplace
o001971,c00470,SKU0449,1,1054,USD,2026-04-07T04:42:14,completed,mobile
o001972,c00239,SKU0102,1,2017,USD,2026-05-03T20:34:29,shipped,mobile
o001973,c00050,SKU0077,4,11508,USD,2026-03-27T13:17:06,refunded,web
o001974,c00621,SKU0010,1,1092,USD,2026-04-05T17:26:13,completed,mobile
o001975,c00949,SKU0488,1,2001,USD,2026-04-15T12:37:17,cancelled,web
o001976,c00868,SKU0163,2,1454,USD,2026-04-16T17:35:48,shipped,web
o001977,c00445,SKU0479,2,7216,USD,2026-04-22T21:17:49,completed,mobile
o001978,c00635,SKU0262,1,698,USD,2026-03-30T21:14:44,cancelled,web
o001979,c00852,SKU0269,3,1803,USD,2026-03-29T20:51:11,refunded,web
o001980,c00573,SKU0096,2,1422,USD,2026-03-17T08:38:19,completed,web
o001981,c00358,SKU0436,3,19785,USD,2026-01-17T00:03:11,completed,web
o001982,c00568,SKU0411,1,4422,USD,2026-03-05T09:55:27,refunded,web
o001983,c00154,SKU0346,1,573,USD,2026-03-21T06:36:37,refunded,web
o001984,c00955,SKU0393,1,1733,USD,2026-04-19T08:14:37,refunded,web
o001985,c00547,SKU0053,1,1804,USD,2026-03-28T10:50:24,completed,mobile
o001986,c00771,SKU0444,2,1716,USD,2026-02-05T12:19:14,refunded,mobile
o001987,c00639,SKU0399,2,5176,USD,2025-12-21T00:53:10,refunded,mobile
o001988,c00859,SKU0207,2,11350,USD,2026-03-02T22:54:12,refunded,web
o001989,c00334,SKU0261,2,1912,USD,2026-01-11T16:27:53,completed,web
o001990,c00052,SKU0313,1,3012,USD,2026-03-05T03:57:01,completed,web
o001991,c00530,SKU0489,1,2358,USD,2026-02-06T05:06:26,completed,web
o001992,c00866,SKU0164,1,2416,USD,2026-02-13T05:19:35,cancelled,marketplace
o001993,c00861,SKU0439,1,1845,USD,2026-02-02T09:52:39,cancelled,mobile
o001994,c00151,SKU0468,1,738,USD,2026-01-09T22:29:04,completed,web
o001995,c00057,SKU0408,3,2085,USD,2026-02-19T12:04:45,cancelled,mobile
o001996,c00155,SKU0449,2,2108,USD,2026-03-06T02:19:16,completed,web
o001997,c00229,SKU0021,3,2193,USD,2026-01-26T03:44:17,completed,web
o001998,c00761,SKU0467,3,4383,USD,2026-02-07T12:13:08,shipped,mobile
o001999,c00466,SKU0330,1,2419,USD,2026-01-22T09:09:31,completed,marketplace
o002000,c00414,SKU0285,2,2738,USD,2026-04-19T21:41:49,shipped,mobile
o002001,c00765,SKU0299,1,2090,USD,2026-03-31T15:03:35,cancelled,mobile
o002002,c00356,SKU0283,3,4575,USD,2026-02-21T13:56:21,completed,web
o002003,c00978,SKU0024,4,6336,USD,2026-01-13T05:35:41,cancelled,web
o002004,c00747,SKU0406,1,1940,USD,2026-03-07T06:17:16,shipped,web
o002005,c00649,SKU0372,5,5870,USD,2026-03-08T06:54:46,completed,web
o002006,c00363,SKU0196,2,2480,USD,2026-01-16T19:16:16,completed,mobile
o002007,c00668,SKU0014,5,11215,USD,2026-04-17T14:08:53,completed,mobile
o002008,c00456,SKU0226,1,1523,USD,2026-04-14T17:01:17,completed,web
o002009,c00452,SKU0176,1,2164,USD,2026-01-23T07:54:13,cancelled,web
o002010,c00838,SKU0073,4,21448,USD,2026-03-18T18:35:09,cancelled,mobile
o002011,c00451,SKU0074,1,679,USD,2026-03-20T17:47:37,cancelled,web
o002012,c00339,SKU0112,1,1132,USD,2026-04-12T14:22:59,completed,mobile
o002013,c00053,SKU0280,3,3606,USD,2026-01-11T07:41:23,refunded,mobile
o002014,c00366,SKU0200,1,2489,USD,2026-04-03T02:38:29,completed,web
o002015,c00961,SKU0375,2,5858,USD,2026-01-29T14:21:27,completed,web
o002016,c00133,SKU0250,2,3668,USD,2026-04-11T07:49:07,completed,web
o002017,c00167,SKU0229,2,2550,USD,2026-03-17T17:41:01,completed,mobile
o002018,c00853,SKU0100,1,1431,USD,2026-04-02T05:17:34,refunded,web
o002019,c00017,SKU0306,2,3526,USD,2026-03-15T13:36:01,completed,web
o002020,c00248,SKU0023,1,2615,USD,2026-01-25T19:17:18,shipped,web
o002021,c00453,SKU0060,3,12525,USD,2026-04-09T22:16:16,completed,web
o002022,c00150,SKU0157,1,1456,USD,2026-04-11T22:45:39,completed,marketplace
o002023,c00051,SKU0397,2,6048,USD,2026-01-26T12:40:54,completed,marketplace
o002024,c00869,SKU0410,2,2834,USD,2026-04-01T09:46:47,refunded,mobile
o002025,c00556,SKU0314,1,4489,USD,2026-04-06T10:10:16,completed,web
o002026,c00632,SKU0458,1,1157,USD,2026-05-05T14:08:50,completed,mobile
o002027,c00082,SKU0078,3,2757,USD,2026-04-25T04:16:30,completed,web
o002028,c00948,SKU0451,1,2349,USD,2026-04-10T02:43:42,completed,web
o002029,c00769,SKU0146,2,2556,USD,2026-02-20T06:20:21,completed,mobile
o002030,c00386,SKU0338,1,3496,USD,2025-12-15T12:56:32,completed,web
o002031,c00770,SKU0277,1,1657,USD,2026-03-26T05:40:47,completed,web
o002032,c00348,SKU0106,4,19728,USD,2026-03-27T18:50:50,completed,web
o002033,c00358,SKU0195,1,2224,USD,2026-03-29T17:10:39,cancelled,web
o002034,c00953,SKU0145,1,3451,USD,2026-05-09T08:19:36,refunded,web
o002035,c00946,SKU0031,1,1331,USD,2026-03-05T22:04:11,shipped,mobile
o002036,c00783,SKU0378,2,9364,USD,2026-02-24T16:46:35,completed,web
o002037,c00141,SKU0322,1,574,USD,2026-02-14T07:42:32,completed,web
o002038,c00663,SKU0174,3,13071,USD,2026-01-26T15:19:12,shipped,web
o002039,c00349,SKU0099,1,454,USD,2026-02-18T06:44:41,completed,api
o002040,c00754,SKU0411,1,4422,USD,2026-02-25T12:32:35,completed,web
o002041,c00482,SKU0088,1,1407,USD,2026-05-10T06:38:07,refunded,web
o002042,c00740,SKU0275,1,1309,USD,2026-03-11T23:53:05,shipped,web
o002043,c00839,SKU0047,4,6940,USD,2026-01-02T00:09:29,completed,web
o002044,c00636,SKU0495,1,2050,USD,2026-03-31T08:23:43,refunded,mobile
o002045,c00137,SKU0019,1,2039,USD,2026-04-12T22:54:13,completed,web
o002046,c00382,SKU0218,2,802,USD,2026-01-15T23:35:59,completed,web
o002047,c00320,SKU0059,2,2420,USD,2026-01-09T22:18:24,completed,web
o002048,c00866,SKU0405,2,2178,USD,2026-04-28T10:16:20,cancelled,web
o002049,c00957,SKU0347,1,1174,USD,2026-05-09T02:20:40,completed,web
o002050,c00362,SKU0288,5,2355,USD,2026-04-17T12:41:37,completed,web
o002051,c00258,SKU0487,2,8834,USD,2026-01-18T11:36:41,completed,mobile
o002052,c00944,SKU0046,1,838,USD,2026-03-25T08:25:11,refunded,web
o002053,c00873,SKU0337,3,1599,USD,2026-03-18T00:16:07,completed,web
o002054,c00973,SKU0277,2,3314,USD,2026-03-23T19:37:16,shipped,web
o002055,c00558,SKU0420,1,660,USD,2026-01-28T04:03:51,completed,web
o002056,c00158,SKU0454,1,1572,USD,2026-04-21T01:22:38,cancelled,mobile
o002057,c00962,SKU0089,1,1836,USD,2026-02-04T18:13:31,completed,web
o002058,c00560,SKU0212,1,1375,USD,2026-01-01T16:26:03,completed,web
o002059,c00982,SKU0419,1,1304,USD,2026-01-20T09:36:30,completed,web
o002060,c00250,SKU0199,1,1153,USD,2026-02-03T13:01:04,completed,web
o002061,c00858,SKU0466,1,2349,USD,2026-04-19T12:05:52,completed,mobile
o002062,c00169,SKU0408,1,695,USD,2026-02-25T03:16:19,shipped,mobile
o002063,c00364,SKU0357,3,1875,USD,2026-04-25T10:32:05,completed,web
o002064,c00075,SKU0158,1,902,USD,2026-02-15T06:59:04,cancelled,web
o002065,c00115,SKU0114,2,5918,USD,2026-01-20T12:32:50,cancelled,mobile
o002066,c00455,SKU0113,1,1210,USD,2026-02-20T15:25:19,shipped,mobile
o002067,c00549,SKU0286,2,5094,USD,2026-01-26T13:51:25,completed,web
o002068,c00329,SKU0489,3,7074,USD,2026-01-26T02:05:16,completed,mobile
o002069,c00558,SKU0304,2,4296,USD,2026-03-24T20:30:00,refunded,marketplace
o002070,c00723,SKU0367,2,2384,USD,2026-03-01T19:11:04,refunded,marketplace
o002071,c00150,SKU0487,2,8834,USD,2026-04-06T11:23:14,shipped,mobile
o002072,c00827,SKU0344,4,11428,USD,2026-02-15T19:23:50,shipped,web
o002073,c00240,SKU0137,1,1772,USD,2026-03-13T07:30:49,refunded,web
o002074,c00746,SKU0062,1,3654,USD,2026-04-04T17:45:45,shipped,web
o002075,c00047,SKU0278,1,2936,USD,2026-04-01T01:55:50,completed,web
o002076,c00369,SKU0245,4,6408,USD,2026-02-15T07:17:03,refunded,web
o002077,c00359,SKU0186,1,2725,USD,2026-02-06T13:55:16,shipped,mobile
o002078,c00755,SKU0296,2,3012,USD,2026-03-11T13:48:47,completed,web
o002079,c00845,SKU0021,3,2193,USD,2026-03-28T21:49:39,completed,web
o002080,c00766,SKU0326,1,1576,USD,2026-04-16T07:59:34,cancelled,web
o002081,c00163,SKU0393,5,8665,USD,2026-04-14T20:17:14,completed,web
o002082,c00163,SKU0391,1,6259,USD,2026-04-17T16:36:19,refunded,web
o002083,c00747,SKU0415,1,1794,USD,2026-04-27T18:56:04,completed,mobile
o002084,c00658,SKU0422,2,2068,USD,2025-12-22T02:09:22,cancelled,web
o002085,c00457,SKU0115,4,11664,USD,2026-03-28T08:20:07,refunded,web
o002086,c00376,SKU0425,3,10596,USD,2026-04-15T10:52:31,cancelled,web
o002087,c00138,SKU0130,2,5198,USD,2026-04-30T22:26:12,completed,web
o002088,c00742,SKU0118,3,5367,USD,2026-04-07T21:44:42,cancelled,web
o002089,c00575,SKU0135,1,2574,USD,2026-03-24T22:16:36,cancelled,web
o002090,c00370,SKU0093,1,554,USD,2026-02-09T01:24:03,completed,web
o002091,c00344,SKU0434,1,1467,USD,2026-01-08T09:19:36,refunded,mobile
o002092,c00622,SKU0138,1,1820,USD,2026-02-14T08:02:14,completed,web
o002093,c00639,SKU0350,1,3604,USD,2026-03-04T23:59:48,completed,web
o002094,c00183,SKU0060,1,4175,USD,2026-01-02T19:02:53,completed,web
o002095,c00277,SKU0296,1,1506,USD,2026-04-13T11:29:25,completed,mobile
o002096,c00140,SKU0415,1,1794,USD,2026-04-28T07:56:35,completed,web
o002097,c00047,SKU0078,4,3676,USD,2026-02-03T12:18:42,completed,web
o002098,c00275,SKU0008,1,2608,USD,2026-03-12T03:11:32,completed,mobile
o002099,c00769,SKU0147,1,1012,USD,2026-03-29T03:58:02,cancelled,web
o002100,c00945,SKU0306,2,3526,USD,2026-04-23T16:50:59,cancelled,web
o002101,c00021,SKU0086,1,1247,USD,2025-12-04T07:51:30,completed,marketplace
o002102,c00434,SKU0384,3,6528,USD,2026-02-26T17:12:59,completed,web
o002103,c00348,SKU0137,1,1772,USD,2026-03-06T10:33:16,cancelled,api
o002104,c00561,SKU0423,4,13844,USD,2026-03-13T11:20:02,refunded,web
o002105,c00463,SKU0488,5,10005,USD,2026-03-06T14:44:26,cancelled,mobile
o002106,c00547,SKU0226,2,3046,USD,2026-04-19T12:08:09,cancelled,mobile
o002107,c00671,SKU0272,2,3138,USD,2025-12-27T12:40:42,completed,mobile
o002108,c00148,SKU0010,1,1092,USD,2026-04-06T12:55:07,refunded,web
o002109,c00882,SKU0339,5,3505,USD,2026-01-12T12:24:08,completed,web
o002110,c00635,SKU0086,1,1247,USD,2026-01-02T16:28:23,refunded,mobile
o002111,c00672,SKU0456,2,3516,USD,2026-05-06T16:49:20,refunded,mobile
o002112,c00825,SKU0112,1,1132,USD,2026-05-02T21:38:05,completed,mobile
o002113,c00945,SKU0321,2,2106,USD,2026-04-18T01:47:15,refunded,mobile
o002114,c00458,SKU0386,1,1908,USD,2026-02-20T16:20:54,refunded,api
o002115,c00585,SKU0425,2,7064,USD,2026-04-12T05:35:24,cancelled,web
o002116,c00171,SKU0457,1,786,USD,2026-04-14T05:19:19,completed,web
o002117,c00152,SKU0472,2,1124,USD,2026-05-05T20:30:19,refunded,web
o002118,c00236,SKU0408,1,695,USD,2026-02-27T11:42:55,refunded,web
o002119,c00652,SKU0300,2,22456,USD,2026-05-02T00:18:27,completed,web
o002120,c00960,SKU0046,2,1676,USD,2026-04-14T08:36:57,cancelled,mobile
o002121,c00555,SKU0138,2,3640,USD,2026-04-25T16:55:35,completed,web
o002122,c00248,SKU0178,1,2459,USD,2026-03-27T15:59:42,completed,mobile
o002123,c00024,SKU0223,3,11484,USD,2026-03-30T15:46:52,completed,web
o002124,c00356,SKU0443,1,973,USD,2026-03-13T00:50:34,cancelled,mobile
o002125,c00971,SKU0389,1,416,USD,2026-04-03T19:04:26,completed,web
o002126,c00140,SKU0375,5,14645,USD,2026-04-10T13:23:22,completed,web
o002127,c00120,SKU0312,4,5268,USD,2026-04-30T16:44:14,completed,web
o002128,c00453,SKU0056,1,770,USD,2026-01-19T15:34:55,completed,web
o002129,c00955,SKU0399,3,7764,USD,2026-03-13T23:06:51,refunded,web
o002130,c00137,SKU0255,3,10536,USD,2026-03-31T00:35:27,shipped,web
o002131,c00561,SKU0022,1,890,USD,2026-03-11T09:02:42,completed,web
o002132,c00838,SKU0274,1,3293,USD,2026-01-18T15:42:52,shipped,web
o002133,c00974,SKU0470,1,1067,USD,2026-03-23T21:11:01,completed,web
o002134,c00432,SKU0383,1,1534,USD,2026-03-10T23:01:06,shipped,web
o002135,c00049,SKU0412,1,1429,USD,2025-12-01T13:07:16,completed,mobile
o002136,c00651,SKU0237,1,2864,USD,2026-04-16T03:39:44,refunded,web
o002137,c00944,SKU0012,1,541,USD,2026-05-01T13:07:21,cancelled,web
o002138,c00340,SKU0471,1,796,USD,2026-04-23T04:18:24,shipped,mobile
o002139,c00824,SKU0423,4,13844,USD,2026-04-17T09:34:08,completed,web
o002140,c00228,SKU0296,2,3012,USD,2026-03-05T19:55:03,cancelled,mobile
o002141,c00844,SKU0266,5,11810,USD,2026-03-12T10:37:29,completed,web
o002142,c00458,SKU0170,2,3822,USD,2026-04-10T18:40:52,shipped,mobile
o002143,c00941,SKU0351,5,12295,USD,2026-03-11T12:26:41,shipped,web
o002144,c00325,SKU0150,1,735,USD,2026-04-09T16:15:07,completed,web
o002145,c00939,SKU0228,3,3426,USD,2026-04-09T19:24:19,completed,web
o002146,c00938,SKU0289,1,1029,USD,2026-01-17T02:06:08,completed,web
o002147,c00242,SKU0191,1,338,USD,2026-03-17T12:57:12,cancelled,mobile
o002148,c00268,SKU0346,2,1146,USD,2026-01-01T06:25:12,completed,mobile
o002149,c00312,SKU0326,4,6304,USD,2026-04-22T15:52:41,shipped,web
o002150,c00424,SKU0163,1,727,USD,2026-04-17T19:46:57,cancelled,web
o002151,c00152,SKU0076,1,1047,USD,2026-02-24T05:09:01,cancelled,web
o002152,c00765,SKU0075,2,1940,USD,2026-03-25T00:22:35,shipped,mobile
o002153,c00534,SKU0163,4,2908,USD,2026-04-01T03:20:24,completed,web
o002154,c00937,SKU0454,1,1572,USD,2026-02-05T01:18:39,shipped,web
o002155,c00253,SKU0069,1,3981,USD,2026-03-19T01:07:33,refunded,marketplace
o002156,c00761,SKU0239,1,1011,USD,2026-02-26T09:16:53,completed,web
o002157,c00750,SKU0194,1,1743,USD,2026-03-17T00:02:26,completed,mobile
o002158,c00847,SKU0358,2,9778,USD,2026-04-03T10:29:30,cancelled,web
o002159,c00548,SKU0169,2,2698,USD,2026-02-10T21:03:54,completed,web
o002160,c00442,SKU0257,4,22256,USD,2026-04-15T02:01:08,refunded,mobile
o002161,c00825,SKU0226,1,1523,USD,2026-01-02T05:30:16,completed,mobile
o002162,c00372,SKU0076,1,1047,USD,2026-02-22T04:26:59,cancelled,web
o002163,c00879,SKU0226,2,3046,USD,2026-03-03T10:58:39,cancelled,web
o002164,c00066,SKU0482,3,3111,USD,2025-12-27T21:13:02,completed,web
o002165,c00363,SKU0475,1,681,USD,2026-04-14T14:36:20,completed,mobile
o002166,c00962,SKU0176,1,2164,USD,2026-04-10T04:31:08,completed,mobile
o002167,c00377,SKU0089,1,1836,USD,2026-04-12T02:06:28,completed,web
o002168,c00962,SKU0162,1,1276,USD,2026-03-22T14:58:36,completed,web
o002169,c00936,SKU0374,4,5400,USD,2026-01-24T11:27:21,completed,marketplace
o002170,c00262,SKU0450,4,18668,USD,2026-04-08T18:44:20,completed,web
o002171,c00181,SKU0022,1,890,USD,2026-03-03T21:13:15,completed,web
o002172,c00678,SKU0067,1,2579,USD,2026-02-26T15:09:42,completed,mobile
o002173,c00449,SKU0141,4,18600,USD,2026-04-21T03:48:20,shipped,mobile
